year,make,model,review,
2008,Honda,Civic,"Tested the Toyota Corolla S and the noise was the same level. Choosed the Civic over the 2008 Corolla because Toyota was going to redesign the Corolla for 2009 plus recently released reports say that Toyota's quality is on the slide down hill. Additionally, all the safety options come standard in Honda cars where Toyota makes you add them on as options.",
2008,Honda,Civic,California Prices:,
2008,Honda,Civic,"MSRP: $17,760 + 635 destination charge",
2008,Honda,Civic,"Invoice Price: $17,148 (destination charge included)",
2008,Honda,Civic,"We looked at the new 08 Accord but it was too large for us so we got the 08 Civic at $1000 under invoice! We are very impressed with the design. More power, better handling, incredible style, great gas mileage and a great buy!",
2008,Honda,Civic,"Honda did a really good job on this car. i bought it yesterday and drove the Cajon Pass to Los Angeles 226 on my odometer but still I have less half a tank full. My navigator was fabulous and so is the interior design and the way it made turns and the handling was great. Thanks to DIAMOND BAR HONDA for their excellent service - Kyle, Dion, Jason, Mr. Parks and Michael, this is the second car i bought from them and they never let me down",
2008,Honda,Civic,"Just traded my 2004 civic EX for 2008 model and what an improvement. Car handles well, much more power than 04 model. Ride is somewhat quieter and gives a much more solid ride. Steering radio controls are nice, and like the digital speedometer readout. The shape of the elogated windshield takes a little getting used to but otherwise a great car. My only complaint/concern is that no side moldings makes me worry that the car could get dinged by others very easily in a parking lot.",
2008,Honda,Civic,"I lease a 2008 Civic LX sedan. It takes the place of a 2005 DX-VP sedan. I would have gone to the hybrid, but the rear seat does not fold down.",
2008,Honda,Civic,"This is a great automobile. I'm 6'4"" 250 lbs. and the spaciousness of the front seat interior is remarkable. This car has many features that the 2005 did not - the telescopic steering wheel is wonderful, I love the unique MPH readout - map light location is very good - most everything power except the seat adjustment which is a manual up and down lever. MPG seems to be better than 2005, which was close to 40mpg highway driving in Wisconsin weather.",
2008,Honda,Civic,"One minor quibble: the emergency brake stick. For some reason, my knee bangs against it. I solved the issue by spending $1.88 for a piece of 1"" diameter foam pipe insulation cut to 5"" long which slips over the lever and looks like a piece of factory equipment in charcoal gray. Works like a charm. There is nothing that I don't like about the Honda cars. The ergonomics (despite minor quibble) are top notch. I rented a Nissan Murano for a trip a year ago to compare stuff.It was ok, but my Civic remains the choice for me (and my labrador.)",
2008,Honda,Civic,"One surprise: The wipers are the ""American"" style of the 60's?? as opposed to the ""sweep the same way style"" of the last genetration. I have no feeling one way or the other. Just a surprise.",
2008,Honda,Civic,Perhaps they will figure out a way to make the Civic Hybrid with a fold down rear seat.,
2008,Honda,Civic,I remain a very satisfied driver - and booster of Honda innovation and technology.,
2009,Honda,Civic,"1st time Civic owner, in late 50's...love my 2009 Coupe EX and it handles simply fantastic on curvey roads and hills. In summer getting 35 - 39 mpg in everyday driving and in low 30's in winter months. (very satisfied especially when gas is $3.60/gal) The 4 cyl provides plenty of power and if I had a bunch more, I would definetly get into a lot of trouble. This car is so razor sharp in the curves, It's like driving a slot car. I love it. What a fun car to drive.",
2009,Honda,Civic,"I grew up in a house that drove only Honda's: obviously due to their reliability, safety, lifetime value, etc. So after I graduated from college and bought my first car I wanted to branch out and try something different so I bought a NEW car from GM. I have never been so disapointed in my life, the car constantly had problems and when it came time to trade it in it seemed impossible. It did not hold it's value at all and I was stuck. I was FINALLY able to sell it to a private buyer and then was thrown back into the market again. I looked at the 2009 Ford Focus, Toyota Camry, and Honda Civic due to their similarities and good gas mileage. After driving the Civic Coupe I knew it was the one and purchased it immediatly! I know understand why my parents only drove Honda's, I have had not one problem with my Civic and I drive it ALL THE TIME! I have also been in two accidents and have been shocked both times to see how little damage was done to my car compared to the other and just how safe it really is! I am OBSESSED with my Civic and have never gotten so many compliments in my life! It is not only a beautiful car but is also a reliable one! What more could you ask for? I also have two big dogs and often haul them around in my car and if you took a look in my car you would never know! If you are in the market for a new car I strongly urge you to check out the Civic, you definatly will not be disapointed!!!",
2009,Honda,Civic,"Now have 22,000 miles. Driven it to Phoenix, Portland, Denver and Reno from Salt Lake. Great mileage. Had one problem (loose rear shock making thumping noise) which was fixed by the dealer. Get over 30 miles around town, and on the Phoenix trip got over 40 miles per gal. The only complaint I have is the road noise. I can live with that for the mileage I get. I like the cd player, seating, trunk space, color, quality, handling, but most of all the mileage.",
2009,Honda,Civic,"I accidentally put this under 2008 instead of 2009.
 Here is the correction.
 
 The Honda Civic GX is a awesome car, I bought mine and a Phil Gas station and am paying about $0.80 a Gasoline Gallon Equivalent (GGE). The only shortcoming is the lack of a large tank, the 3600PSI CNG tank only holds around 8 GGE which results in about 220-250 miles per tank. Since I previously owned a Honda Civic Hybrid my good driving habits are partially responsible for my good mileage. If you are interested in Green, don't select a hybrid or a clean diesel but try a NGV. There are a few really nice perks to owning the NGV, especially if you own the Phil station. 1. You are totally untethered from the gasoline and it's issues. The price of gas may go to $5+ and as a NGV driver you are still paying about $1 per GGE. 2. CNG burns cleaner than any gasoline or diesel and in the end will probably cost less to run than plug in electric cars. 3. There are many government incentives to invest in a NGV, like the 7k tax credit from the federal and some states even offer thier own incentives. Also many power companies offer discounted costs on natural gas if you have a Phil station. The best however is the fact that you are helping the environment and Americans most of our natural gas is home grown.",
2009,Honda,Civic,"Just taken over a lease on a 2009 Civic from my wife who changed her mind! 
 Car has done only 197 miles.
 Poor ride quality
 Significant road noise
 Noisy engine even at low revs.
 No central locking on LX Value Package model. Honda dealer says this is normal??
 
 Some good points, good design, very roomy for small car.
 Would not buy this car and am looking to hand it back to the dealer..expensive!",
